epoch,tra_loss,val_loss,tra_dice,val_dice,tra_batch_dice,val_batch_dice
68,0.0057,0.0590,0.8710,0.5249,0.8710,0.5249
69,0.0039,0.0589,0.9052,0.5016,0.9052,0.5016
70,0.0036,0.0568,0.9138,0.5056,0.9138,0.5056
71,0.0036,0.0601,0.9147,0.5142,0.9147,0.5142
72,0.0035,0.0618,0.9168,0.4968,0.9168,0.4968
73,0.0035,0.0576,0.9169,0.5037,0.9169,0.5037
74,0.0035,0.0607,0.9182,0.5031,0.9182,0.5031
75,0.0035,0.0671,0.9233,0.5540,0.9233,0.5540
76,0.0034,0.0585,0.9224,0.5123,0.9224,0.5123
77,0.0036,0.0556,0.9153,0.4697,0.9153,0.4697
78,0.0037,0.0588,0.9157,0.5535,0.9157,0.5535
79,0.0035,0.0625,0.9167,0.5402,0.9167,0.5402
80,0.0034,0.0626,0.9263,0.5053,0.9263,0.5053
81,0.0033,0.0613,0.9275,0.4818,0.9275,0.4818
82,0.0034,0.0635,0.9266,0.5182,0.9266,0.5182
83,0.0033,0.0596,0.9242,0.5313,0.9242,0.5313
84,0.0033,0.0567,0.9275,0.5123,0.9275,0.5123
85,0.0032,0.0634,0.9298,0.4897,0.9298,0.4897
86,0.0032,0.0647,0.9213,0.5621,0.9213,0.5621
87,0.0032,0.0673,0.9249,0.5114,0.9249,0.5114
88,0.0033,0.0662,0.9234,0.5440,0.9234,0.5440
89,0.0033,0.0632,0.9215,0.5057,0.9215,0.5057
90,0.0031,0.0611,0.9281,0.5314,0.9281,0.5314
91,0.0031,0.0657,0.9255,0.4976,0.9255,0.4976
92,0.0031,0.0636,0.9210,0.4962,0.9210,0.4962
93,0.0031,0.0673,0.9304,0.4667,0.9304,0.4667
94,0.0031,0.0639,0.9278,0.5371,0.9278,0.5371
95,0.0030,0.0691,0.9272,0.4987,0.9272,0.4987
96,0.0029,0.0653,0.9303,0.4923,0.9303,0.4923
97,0.0029,0.0656,0.9310,0.5392,0.9310,0.5392
98,0.0029,0.0681,0.9295,0.4757,0.9295,0.4757
99,0.0029,0.0679,0.9329,0.5203,0.9329,0.5203
