epoch,tra_loss,val_loss,tra_dice,val_dice,tra_batch_dice,val_batch_dice
52,0.0047,0.0516,0.8651,0.5956,0.8651,0.5956
53,0.0046,0.0466,0.8834,0.5472,0.8834,0.5472
54,0.0048,0.0481,0.8785,0.5557,0.8785,0.5557
55,0.0048,0.0458,0.8631,0.5873,0.8631,0.5873
56,0.0049,0.0487,0.8594,0.5576,0.8594,0.5576
57,0.0049,0.0484,0.8715,0.6212,0.8715,0.6212
58,0.0046,0.0484,0.8858,0.5032,0.8858,0.5032
59,0.0044,0.0512,0.8851,0.5580,0.8851,0.5580
60,0.0043,0.0503,0.8823,0.6138,0.8823,0.6138
61,0.0043,0.0472,0.8874,0.5630,0.8874,0.5630
62,0.0041,0.0514,0.8917,0.5752,0.8917,0.5752
63,0.0043,0.0513,0.8754,0.5969,0.8754,0.5969
64,0.0043,0.0527,0.8906,0.5883,0.8906,0.5883
65,0.0040,0.0444,0.8781,0.5851,0.8781,0.5851
66,0.0043,0.0504,0.8803,0.6099,0.8803,0.6099
67,0.0041,0.0515,0.8946,0.5438,0.8946,0.5438
68,0.0041,0.0484,0.8873,0.5864,0.8873,0.5864
69,0.0039,0.0559,0.9048,0.5576,0.9048,0.5576
70,0.0040,0.0542,0.8927,0.5777,0.8927,0.5777
71,0.0038,0.0512,0.8889,0.6164,0.8889,0.6164
72,0.0038,0.0522,0.8993,0.5944,0.8993,0.5944
73,0.0037,0.0487,0.8995,0.6224,0.8995,0.6224
74,0.0038,0.0451,0.8992,0.5597,0.8992,0.5597
75,0.0038,0.0552,0.8978,0.5506,0.8978,0.5506
76,0.0039,0.0520,0.9026,0.5560,0.9026,0.5560
77,0.0038,0.0540,0.8992,0.5695,0.8992,0.5695
78,0.0036,0.0522,0.8981,0.5894,0.8981,0.5894
79,0.0036,0.0536,0.9004,0.6108,0.9004,0.6108
80,0.0035,0.0532,0.9113,0.6187,0.9113,0.6187
81,0.0035,0.0556,0.9084,0.5947,0.9084,0.5947
82,0.0034,0.0561,0.8953,0.5605,0.8953,0.5605
83,0.0035,0.0532,0.9085,0.5724,0.9085,0.5724
84,0.0034,0.0566,0.9170,0.6047,0.9170,0.6047
85,0.0034,0.0610,0.9013,0.5423,0.9013,0.5423
86,0.0035,0.0554,0.8990,0.5533,0.8990,0.5533
87,0.0036,0.0517,0.9031,0.6012,0.9031,0.6012
88,0.0032,0.0507,0.9042,0.6093,0.9042,0.6093
89,0.0033,0.0580,0.9121,0.5151,0.9121,0.5151
90,0.0032,0.0590,0.9233,0.5518,0.9233,0.5518
91,0.0031,0.0545,0.9201,0.5896,0.9201,0.5896
92,0.0032,0.0568,0.9130,0.5759,0.9130,0.5759
93,0.0031,0.0562,0.9200,0.6060,0.9200,0.6060
94,0.0031,0.0547,0.9149,0.5351,0.9149,0.5351
95,0.0031,0.0576,0.9061,0.5975,0.9061,0.5975
96,0.0032,0.0542,0.8979,0.6050,0.8979,0.6050
97,0.0031,0.0584,0.9214,0.5506,0.9214,0.5506
98,0.0030,0.0579,0.9174,0.5657,0.9174,0.5657
99,0.0029,0.0546,0.9189,0.5831,0.9189,0.5831
