epoch,tra_loss,val_loss,tra_dice,val_dice,tra_batch_dice,val_batch_dice
45,0.0052,0.0480,0.8758,0.6111,0.8758,0.6111
46,0.0047,0.0493,0.8883,0.6110,0.8883,0.6110
47,0.0047,0.0513,0.8827,0.6196,0.8827,0.6196
48,0.0045,0.0498,0.8969,0.6022,0.8969,0.6022
49,0.0046,0.0546,0.8910,0.6090,0.8910,0.6090
50,0.0046,0.0607,0.8914,0.6044,0.8914,0.6044
51,0.0048,0.0566,0.8788,0.6037,0.8788,0.6037
52,0.0044,0.0546,0.9012,0.6148,0.9012,0.6148
53,0.0045,0.0514,0.8898,0.5672,0.8898,0.5672
54,0.0044,0.0518,0.8935,0.5777,0.8935,0.5777
55,0.0041,0.0512,0.9008,0.6188,0.9008,0.6188
56,0.0041,0.0533,0.9002,0.6000,0.9002,0.6000
57,0.0040,0.0566,0.9055,0.6038,0.9055,0.6038
58,0.0040,0.0560,0.9035,0.5769,0.9035,0.5769
59,0.0042,0.0452,0.9037,0.5894,0.9037,0.5894
60,0.0042,0.0563,0.9034,0.6112,0.9034,0.6112
61,0.0040,0.0543,0.9095,0.6262,0.9095,0.6262
62,0.0038,0.0518,0.9089,0.5939,0.9089,0.5939
63,0.0040,0.0541,0.9067,0.5566,0.9067,0.5566
64,0.0037,0.0600,0.9105,0.5689,0.9105,0.5689
65,0.0039,0.0555,0.9026,0.6088,0.9026,0.6088
66,0.0037,0.0541,0.9198,0.6243,0.9198,0.6243
67,0.0037,0.0581,0.9135,0.5914,0.9135,0.5914
68,0.0036,0.0517,0.9187,0.6148,0.9187,0.6148
69,0.0036,0.0537,0.9195,0.5815,0.9195,0.5815
70,0.0036,0.0545,0.9162,0.6266,0.9162,0.6266
71,0.0035,0.0661,0.9200,0.5999,0.9200,0.5999
72,0.0034,0.0585,0.9086,0.5873,0.9086,0.5873
73,0.0035,0.0659,0.9174,0.6075,0.9174,0.6075
74,0.0034,0.0611,0.9200,0.5759,0.9200,0.5759
75,0.0035,0.0648,0.9174,0.5750,0.9174,0.5750
76,0.0033,0.0567,0.9236,0.5912,0.9236,0.5912
77,0.0032,0.0631,0.9237,0.5725,0.9237,0.5725
78,0.0032,0.0605,0.9288,0.5786,0.9288,0.5786
79,0.0033,0.0628,0.9229,0.5570,0.9229,0.5570
80,0.0031,0.0760,0.9310,0.5604,0.9310,0.5604
81,0.0031,0.0644,0.9233,0.5847,0.9233,0.5847
82,0.0032,0.0629,0.9234,0.6182,0.9234,0.6182
83,0.0030,0.0666,0.9298,0.5580,0.9298,0.5580
84,0.0030,0.0725,0.9340,0.5692,0.9340,0.5692
85,0.0031,0.0683,0.9302,0.5579,0.9302,0.5579
86,0.0030,0.0608,0.9339,0.6435,0.9339,0.6435
87,0.0029,0.0679,0.9318,0.5860,0.9318,0.5860
88,0.0030,0.0559,0.9296,0.5816,0.9296,0.5816
89,0.0030,0.0619,0.9283,0.5821,0.9283,0.5821
90,0.0029,0.0642,0.9349,0.5864,0.9349,0.5864
91,0.0029,0.0707,0.9283,0.6094,0.9283,0.6094
92,0.0029,0.0616,0.9258,0.6329,0.9258,0.6329
93,0.0028,0.0631,0.9379,0.6264,0.9379,0.6264
94,0.0028,0.0843,0.9308,0.5468,0.9308,0.5468
95,0.0028,0.0680,0.9405,0.5569,0.9405,0.5569
96,0.0028,0.0705,0.9361,0.6192,0.9361,0.6192
97,0.0027,0.0628,0.9341,0.5655,0.9341,0.5655
98,0.0026,0.0700,0.9380,0.5796,0.9380,0.5796
99,0.0026,0.0659,0.9376,0.5969,0.9376,0.5969
